Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA,Subject
110,99,104,92,106,83,107,89,94,81,123,101,79,73,2029,302,520,413,490,478,419,451,638,296,291,265,496,1919,203,416,321,384,395,312,362,544,215,168,164,417,0.139200002,0.220800012,0.662400007,0.59040004,0.244800016,0.211200014,0.249600008,0.172800004,0.129600003,0.235200018,0.168000013,0.792000055,0.787200034,0.302400023,0.322580636,0.45161289,0.483870953,0.483870953,0.419354826,0.354838699,0.45161289,0.258064508,0.225806445,0.387096763,0.290322572,0.419354826,0.354838699,0.548387051,95.78571429,0.350400018,0.389400908,10
127,109,109,98,125,87,107,61,93,92,116,111,118,72,412,362,265,324,493,354,477,458,465,309,313,244,492,285,253,156,226,368,267,370,397,372,217,197,133,374,0.168000013,0.192000002,0.302400023,0.302400023,0.614400029,0.302400023,0.542400002,0.177600011,0.120000005,0.302400023,0.230400011,0.163200006,0.782400012,0.302400023,0.387096763,0.387096763,1,0.45161289,0.419354826,0.45161289,0.483870953,0.322580636,0.258064508,0.516129017,0.354838699,0.45161289,0.45161289,0.516129017,101.7857143,0.321600015,0.460829481,10
118,83,103,107,132,78,108,98,100,109,126,104,82,88,523,222,232,397,536,323,810,550,564,272,278,271,414,405,139,129,290,404,245,702,452,464,163,152,167,332,0.115200005,0.302400023,0.263999999,0.878400028,0.523200035,0.211200014,0.283200026,0.787200034,0.249600008,0.864000022,0.768000007,0.216000006,0.153600007,0.302400023,0.258064508,0.548387051,0.483870953,0.483870953,0.354838699,0.354838699,0.483870953,0.354838699,0.387096763,0.516129017,0.419354826,0.419354826,0.354838699,0.45161289,102.5714286,0.422742874,0.419354824,10
92,83,102,92,99,92,110,62,86,100,91,109,109,83,459,301,290,353,470,305,423,570,446,277,300,228,457,367,218,188,261,371,213,313,508,360,177,209,119,348,0.139200002,0.244800016,0.302400023,0.153600007,0.302400023,0.302400023,0.302400023,0.201600015,0.172800004,0.302400023,0.504000008,0.168000013,0.144000009,0.302400023,0.290322572,0.419354826,0.419354826,0.322580636,0.516129017,0.45161289,0.612903237,0.387096763,0.258064508,0.483870953,0.322580636,0.322580636,0.322580636,0.483870953,93.57142857,0.253028587,0.400921649,10
98,93,98,94,89,86,135,62,86,90,100,93,88,43,473,331,254,369,489,434,556,674,1933,215,311,209,393,375,238,156,275,400,348,421,612,1847,125,211,116,305,0.120000005,0.220800012,0.263999999,0.172800004,0.153600007,0.148800001,0.302400023,0.163200006,0.13440001,0.244800016,0.177600011,0.177600011,0.163200006,0.302400023,0.290322572,0.419354826,0.387096763,0.354838699,0.290322572,0.290322572,0.709677398,0.322580636,0.322580636,0.419354826,0.322580636,0.322580636,0.290322572,0.548387051,89.64285714,0.196114295,0.377880171,10
91,72,93,103,99,64,99,100,93,109,74,87,92,72,640,266,254,542,1049,386,425,478,952,248,295,199,391,549,194,161,439,950,322,326,378,859,139,221,112,299,0.225600004,0.576000035,0.211200014,0.129600003,0.59040004,0.168000013,0.24000001,0.484800011,0.148800001,0.513600051,0.840000033,0.144000009,0.158400014,0.273600012,0.354838699,0.354838699,0.322580636,0.290322572,0.322580636,0.322580636,0.419354826,0.322580636,0.290322572,0.387096763,0.45161289,0.322580636,0.354838699,0.45161289,89.14285714,0.336000018,0.354838699,10
107,105,98,110,105,90,105,62,83,108,90,96,64,52,457,332,420,525,536,934,412,427,756,399,277,286,498,350,227,322,415,431,844,307,365,673,291,187,190,434,0.273600012,0.974400043,0.302400023,0.302400023,0.652800024,0.657600045,0.302400023,0.50880003,0.148800001,0.302400023,0.153600007,0.263999999,0.302400023,0.216000006,0.419354826,0.45161289,0.419354826,0.612903237,0.419354826,0.387096763,0.45161289,0.322580636,0.322580636,0.612903237,0.290322572,0.387096763,0.516129017,0.322580636,91.07142857,0.382971449,0.423963125,10
121,102,95,101,118,109,124,97,102,111,100,110,99,80,670,245,212,1059,473,425,419,444,515,244,297,245,657,549,143,117,958,355,316,295,347,413,133,197,135,558,0.552000046,1.01760006,0.158400014,0.168000013,0.676800013,0.609600008,0.263999999,0.168000013,0.153600007,0.64320004,0.465600014,0.720000029,0.196800008,0.638400018,0.419354826,0.612903237,0.290322572,0.419354826,0.419354826,0.322580636,0.387096763,0.258064508,0.354838699,0.45161289,0.290322572,0.387096763,0.290322572,0.45161289,104.9285714,0.459428591,0.38248847,10
101,112,110,110,80,66,127,108,103,113,135,99,104,98,394,229,218,389,459,178,482,426,513,228,268,255,520,293,117,108,279,379,112,355,318,410,115,133,156,416,0.302400023,0.576000035,0.230400011,0.940800071,0.897600055,0.148800001,0.302400023,0.892800033,0.220800012,0.77760005,0.206400007,0.182400003,0.220800012,0.302400023,0.483870953,0.354838699,0.419354826,0.483870953,0.387096763,0.354838699,0.580645144,0.354838699,0.322580636,0.419354826,0.419354826,0.322580636,0.322580636,0.677419305,104.7142857,0.442971454,0.421658971,10
104,94,117,93,98,65,99,97,83,109,139,111,97,52,529,331,250,349,450,298,379,419,397,302,315,245,526,425,237,133,256,352,233,280,322,314,193,176,134,429,0.24000001,0.681600034,0.796800017,0.249600008,0.763200045,0.518400013,0.220800012,0.172800004,0.580800056,0.230400011,0.753600061,0.172800004,0.302400023,0.302400023,0.419354826,0.387096763,0.419354826,0.354838699,0.354838699,0.387096763,0.322580636,0.322580636,0.290322572,0.354838699,0.354838699,0.290322572,0.483870953,0.516129017,97,0.42754288,0.375576026,10
118,88,106,110,118,85,89,117,73,106,118,103,90,53,662,183,211,323,485,366,422,444,443,234,344,233,425,544,95,105,213,367,281,333,327,370,128,226,130,335,0.120000005,1.051200032,0.235200018,0.69600004,0.907200038,0.235200018,0.638400018,0.177600011,0.600000024,0.686400056,0.144000009,0.172800004,0.801600039,0.302400023,0.290322572,0.516129017,0.354838699,0.483870953,0.483870953,0.45161289,0.483870953,0.322580636,0.258064508,0.45161289,0.290322572,0.290322572,0.45161289,0.548387051,98.14285714,0.483428595,0.40552994,10
93,89,101,85,117,93,107,89,96,93,118,121,91,63,695,249,221,284,441,243,568,538,521,287,267,237,435,602,160,120,199,324,150,461,449,425,194,149,116,344,0.144000009,0.153600007,0.854400039,0.273600012,0.307200015,0.984000027,0.302400023,0.259200007,0.172800004,0.302400023,0.235200018,0.201600015,0.182400003,0.302400023,0.322580636,0.258064508,0.580645144,0.419354826,0.45161289,0.45161289,0.548387051,0.419354826,0.322580636,0.516129017,0.45161289,0.387096763,0.387096763,0.483870953,96.85714286,0.333942873,0.428571414,10
83,103,101,86,116,65,107,61,91,92,91,83,72,61,452,352,226,356,966,470,425,388,566,221,264,245,442,369,249,125,270,850,405,318,327,475,129,173,162,370,0.153600007,0.124800004,0.945600033,0.302400023,0.307200015,0.192000002,0.24000001,0.235200018,0.144000009,0.182400003,0.758400023,0.580800056,0.494400024,0.302400023,0.322580636,0.290322572,0.580645144,0.516129017,0.45161289,0.354838699,0.354838699,0.354838699,0.322580636,0.322580636,0.483870953,0.419354826,0.354838699,0.516129017,86.57142857,0.354514303,0.403225794,10
89,85,92,83,115,79,99,79,109,116,111,108,115,73,455,282,217,294,473,323,358,378,431,310,391,238,374,366,197,125,211,358,244,259,299,322,194,280,130,259,0.163200006,0.206400007,0.628800035,0.172800004,0.720000029,0.244800016,0.302400023,0.216000006,0.163200006,0.816000044,0.513600051,0.163200006,0.100800008,0.806400061,0.387096763,0.419354826,0.483870953,0.354838699,0.354838699,0.354838699,0.548387051,0.354838699,0.290322572,0.45161289,0.258064508,0.354838699,0.225806445,0.645161271,96.64285714,0.372685736,0.391705055,10
112,86,92,111,123,75,98,112,89,97,110,82,76,71,312,265,218,369,472,212,678,463,510,214,296,247,534,200,179,126,258,349,137,580,351,421,117,186,165,458,0.105600007,0.763200045,0.609600008,0.772800028,0.801600039,0.988800049,0.302400023,0.259200007,0.254400015,0.302400023,0.153600007,0.120000005,0.13440001,0.302400023,0.258064508,0.419354826,0.548387051,0.354838699,0.45161289,0.354838699,0.387096763,0.354838699,0.419354826,0.516129017,0.290322572,0.290322572,0.322580636,0.612903237,95.28571429,0.419314306,0.3986175,10
89,94,100,89,123,73,91,109,93,84,121,93,78,52,360,252,194,279,456,277,308,444,675,474,212,289,472,271,158,94,190,333,204,217,335,582,390,91,196,394,0.091200002,0.201600015,0.302400023,0.302400023,0.316800028,0.283200026,0.302400023,0.254400015,0.763200045,0.811200023,0.216000006,0.110400006,0.840000033,0.302400023,0.290322572,0.322580636,0.709677398,0.483870953,0.516129017,0.419354826,0.419354826,0.354838699,0.387096763,0.548387051,0.354838699,0.258064508,0.774193525,0.45161289,92.07142857,0.364114306,0.44930874,10
99,98,93,92,118,90,110,90,105,109,101,101,73,61,353,342,2349,528,590,264,398,481,639,238,290,250,455,254,244,2256,436,472,174,288,391,534,129,189,149,382,0.177600011,0.172800004,0.835200012,0.864000022,0.792000055,0.825600028,0.302400023,0.244800016,0.206400007,0.816000044,0.177600011,0.182400003,0.494400024,0.302400023,0.483870953,0.258064508,0.580645144,0.419354826,0.45161289,0.387096763,0.741935492,0.354838699,0.322580636,0.419354826,0.387096763,0.322580636,0.290322572,0.677419305,95.71428571,0.456685735,0.435483858,10
107,86,97,83,116,93,117,87,92,100,73,101,83,72,344,515,309,471,972,283,822,477,1038,285,248,299,511,237,429,212,388,856,190,705,390,946,185,175,198,428,0.115200005,0.225600004,0.657600045,0.177600011,0.50880003,0.18720001,0.302400023,0.566400051,0.628800035,0.518400013,0.686400056,0.172800004,0.796800017,0.302400023,0.258064508,0.387096763,0.516129017,0.322580636,0.322580636,0.322580636,0.516129017,0.322580636,0.354838699,0.483870953,0.45161289,0.354838699,0.483870953,0.548387051,93.35714286,0.417600023,0.403225792,10
128,90,121,83,122,73,90,52,57,89,93,101,74,84,592,323,283,270,440,263,379,481,624,324,300,324,594,464,233,162,187,318,190,289,429,567,235,207,223,520,0.355200022,0.196800008,0.302400023,0.163200006,0.302400023,0.278400004,0.192000002,0.681600034,0.091200002,0.172800004,0.182400003,0.744000018,0.182400003,0.710400045,0.225806445,0.387096763,0.548387051,0.290322572,0.419354826,0.419354826,0.419354826,0.354838699,0.225806445,0.387096763,0.322580636,0.45161289,0.387096763,0.90322578,89.78571429,0.325371443,0.410138234,10
98,108,99,76,81,95,126,89,93,109,107,102,81,43,513,299,279,960,462,208,473,485,551,217,288,240,420,415,191,180,884,381,113,347,396,458,108,181,138,339,0.182400003,0.523200035,0.595200002,0.931200027,0.26880002,0.192000002,0.302400023,0.225600004,0.177600011,0.772800028,0.628800035,0.163200006,0.144000009,0.302400023,0.419354826,0.419354826,0.45161289,0.645161271,0.45161289,0.290322572,0.580645144,0.354838699,0.290322572,0.45161289,0.322580636,0.290322572,0.258064508,0.45161289,93.35714286,0.386400016,0.405529942,10
94,84,63,93,115,55,128,108,65,92,83,91,81,89,342,288,227,306,460,173,380,646,464,218,248,231,522,248,204,164,213,345,118,252,538,399,126,165,140,441,0.096000001,0.547200024,0.302400023,0.259200007,0.700800061,0.302400023,0.302400023,0.91200006,0.801600039,0.302400023,0.302400023,0.177600011,0.144000009,0.864000022,0.322580636,0.354838699,0.516129017,0.45161289,0.45161289,0.516129017,0.516129017,0.419354826,0.354838699,0.741935492,0.45161289,0.290322572,0.290322572,0.548387051,88.64285714,0.429600025,0.444700448,10
73,74,82,97,121,64,89,105,84,102,92,102,83,72,312,268,238,349,489,258,243,613,499,275,239,239,444,239,194,156,252,368,194,154,508,415,173,147,137,361,0.105600007,0.201600015,0.249600008,0.115200005,0.614400029,0.273600012,0.302400023,0.220800012,0.148800001,0.782400012,0.710400045,0.547200024,0.153600007,0.624000013,0.258064508,0.387096763,0.419354826,0.258064508,0.322580636,0.387096763,0.516129017,0.354838699,0.322580636,0.612903237,0.483870953,0.354838699,0.322580636,0.709677398,88.57142857,0.36068573,0.407834091,10
92,77,110,78,98,62,140,99,97,84,63,100,92,90,519,244,239,273,883,207,316,473,482,319,317,260,529,427,167,129,195,785,145,176,374,385,235,254,160,437,0.120000005,0.619200051,0.302400023,0.230400011,0.244800016,0.801600039,0.230400011,0.263999999,0.18720001,0.806400061,0.302400023,0.129600003,0.13440001,0.302400023,0.387096763,0.483870953,0.677419305,0.354838699,0.354838699,0.322580636,0.419354826,0.419354826,0.322580636,0.612903237,0.483870953,0.354838699,0.290322572,0.516129017,91.57142857,0.333942877,0.428571416,10
72,89,100,98,104,62,124,97,86,106,128,99,82,81,336,281,207,348,681,260,388,575,691,224,297,271,645,264,192,107,250,577,198,264,478,605,118,169,172,563,0.24000001,0.110400006,0.172800004,0.657600045,0.600000024,0.182400003,0.168000013,0.201600015,0.100800008,0.220800012,0.201600015,0.715200007,0.489600033,0.72480005,0.45161289,0.290322572,0.322580636,0.322580636,0.387096763,0.290322572,0.354838699,0.387096763,0.225806445,0.322580636,0.322580636,0.354838699,0.322580636,0.709677398,94.85714286,0.341828589,0.361751141,10
102,92,100,104,104,80,146,107,86,109,128,145,111,71,403,390,238,321,496,308,383,585,396,388,271,255,464,301,298,138,217,392,228,237,478,310,279,143,110,353,0.115200005,0.576000035,0.792000055,0.244800016,0.763200045,0.225600004,0.158400014,0.144000009,0.124800004,0.768000007,0.201600015,0.739200056,0.681600034,0.302400023,0.387096763,0.387096763,0.548387051,0.387096763,0.354838699,0.419354826,0.419354826,0.322580636,0.225806445,0.483870953,0.387096763,0.419354826,0.387096763,0.580645144,106.0714286,0.416914309,0.407834087,10
87,102,105,102,128,108,114,120,103,118,132,135,103,74,483,301,274,284,777,267,340,454,448,292,333,262,425,396,199,169,182,649,159,226,334,345,174,201,127,322,0.120000005,0.235200018,0.302400023,0.302400023,0.302400023,0.26880002,0.926400065,0.969600022,0.230400011,0.302400023,0.676800013,0.988800049,0.840000033,0.302400023,0.258064508,0.45161289,0.645161271,0.677419305,0.354838699,0.354838699,0.483870953,0.419354826,0.322580636,0.45161289,0.322580636,0.387096763,0.516129017,0.677419305,109.3571429,0.483428596,0.451612886,10
99,86,109,112,71,100,118,97,92,102,106,129,116,98,403,370,549,482,510,506,457,844,1393,457,421,456,838,304,284,440,370,439,406,339,747,1301,355,315,327,722,0.120000005,0.211200014,0.302400023,0.72480005,0.662400007,0.110400006,0.206400007,0.096000001,0.470400035,0.235200018,0.148800001,0.163200006,0.710400045,0.302400023,0.258064508,0.387096763,0.548387051,0.387096763,0.290322572,0.225806445,0.322580636,0.258064508,0.258064508,0.45161289,0.258064508,0.354838699,0.419354826,0.548387051,102.5,0.31885716,0.354838695,10
93,106,101,92,69,84,117,89,120,93,92,99,91,88,419,313,285,413,478,275,450,622,590,224,362,599,493,326,207,184,321,409,191,333,533,470,131,270,500,402,0.542400002,0.566400051,0.225600004,0.153600007,0.614400029,0.129600003,0.302400023,0.124800004,0.091200002,0.931200027,0.302400023,0.13440001,0.196800008,0.302400023,0.322580636,0.354838699,0.387096763,0.290322572,0.322580636,0.290322572,0.612903237,0.258064508,0.258064508,0.548387051,0.612903237,0.387096763,0.387096763,0.483870953,95.28571429,0.329828587,0.394009207,10
110,101,139,100,114,92,115,99,102,114,104,128,131,88,423,273,235,378,498,926,426,597,1244,328,275,275,600,313,172,96,278,384,834,311,498,1142,214,171,147,469,0.153600007,0.196800008,0.263999999,0.96480006,0.878400028,0.45600003,0.263999999,0.182400003,0.110400006,0.99360007,0.163200006,0.532800019,0.13440001,0.705600023,0.387096763,0.354838699,0.354838699,0.483870953,0.516129017,0.258064508,0.45161289,0.322580636,0.258064508,0.548387051,0.354838699,0.290322572,0.258064508,0.774193525,109.7857143,0.428571448,0.400921645,10
109,98,119,92,107,78,117,117,110,98,145,95,100,71,349,273,284,660,1264,682,449,1147,843,213,283,225,443,240,175,165,568,1157,604,332,1030,733,115,138,130,343,0.216000006,0.177600011,0.715200007,0.720000029,0.288000017,0.624000013,0.302400023,0.168000013,0.124800004,0.273600012,0.18720001,0.691200018,0.552000046,0.302400023,0.45161289,0.354838699,0.483870953,0.516129017,0.45161289,0.225806445,0.548387051,0.290322572,0.290322572,0.45161289,0.354838699,0.419354826,0.387096763,0.45161289,104,0.381600016,0.40552994,10
99,77,120,92,107,85,140,106,99,92,137,92,100,91,459,333,399,470,508,262,474,715,521,202,430,196,357,360,256,279,378,401,177,334,609,422,110,293,104,257,0.681600034,0.561600029,0.302400023,0.638400018,0.59040004,0.580800056,0.85920006,0.129600003,0.153600007,0.244800016,0.172800004,0.739200056,0.13440001,0.26880002,0.354838699,0.258064508,0.483870953,0.387096763,0.419354826,0.290322572,0.580645144,0.258064508,0.354838699,0.419354826,0.322580636,0.258064508,0.290322572,0.45161289,102.6428571,0.432685741,0.366359436,10
99,100,112,91,94,72,100,79,113,90,132,100,64,82,423,315,278,3234,622,799,615,560,509,251,342,257,574,324,215,166,3143,528,727,515,481,396,161,210,157,510,0.139200002,0.820800066,0.729600012,0.883200049,0.99360007,0.13440001,0.220800012,0.129600003,0.312000006,0.273600012,0.153600007,0.681600034,0.211200014,0.302400023,0.290322572,0.483870953,0.774193525,0.516129017,0.45161289,0.258064508,0.290322572,0.322580636,0.290322572,0.419354826,0.322580636,0.354838699,0.387096763,0.612903237,94.85714286,0.42754288,0.412442386,10
100,94,117,124,106,77,113,113,108,109,127,91,93,60,519,322,203,401,473,383,439,515,473,231,321,251,652,419,228,86,277,367,306,326,402,365,122,194,160,559,0.124800004,0.763200045,0.686400056,0.552000046,0.710400045,0.720000029,0.244800016,0.576000035,0.168000013,0.249600008,0.18720001,0.192000002,0.139200002,0.302400023,0.258064508,0.354838699,0.419354826,0.483870953,0.322580636,0.290322572,0.354838699,0.322580636,0.322580636,0.387096763,0.322580636,0.354838699,0.290322572,0.645161271,102.2857143,0.401142881,0.366359436,10
131,121,84,76,70,104,116,88,100,107,79,92,102,92,566,314,222,441,514,425,424,523,707,289,442,208,362,435,193,138,365,444,321,308,435,607,182,363,116,260,0.120000005,0.64320004,0.177600011,0.302400023,0.163200006,0.13440001,0.931200027,0.124800004,0.124800004,0.811200023,0.244800016,0.129600003,0.657600045,0.302400023,0.322580636,0.354838699,0.387096763,0.612903237,0.419354826,0.322580636,0.677419305,0.225806445,0.258064508,0.548387051,0.45161289,0.322580636,0.483870953,0.612903237,97.28571429,0.34765716,0.428571416,10
107,79,111,95,135,73,115,89,73,109,101,101,103,62,550,259,240,327,659,243,428,453,418,254,287,210,391,443,180,129,232,524,170,313,364,345,145,186,109,288,0.513600051,0.302400023,0.556800008,0.302400023,0.312000006,0.172800004,0.302400023,0.172800004,0.172800004,0.360000014,0.211200014,0.220800012,0.470400035,0.278400004,0.290322572,0.419354826,0.548387051,0.516129017,0.45161289,0.354838699,0.580645144,0.354838699,0.354838699,0.354838699,0.354838699,0.354838699,0.258064508,0.483870953,96.64285714,0.310628588,0.40552994,10
98,76,116,83,89,93,107,89,93,102,101,101,101,82,386,332,252,553,483,567,370,470,416,238,269,226,490,288,256,136,470,394,474,263,381,323,136,168,125,389,0.115200005,0.547200024,0.446400017,0.153600007,0.40320003,0.129600003,0.302400023,0.518400013,0.129600003,0.302400023,0.139200002,0.552000046,0.158400014,0.302400023,0.258064508,0.290322572,0.419354826,0.354838699,0.354838699,0.290322572,0.612903237,0.290322572,0.322580636,0.387096763,0.322580636,0.322580636,0.322580636,0.612903237,95.07142857,0.300000017,0.368663588,10
93,74,113,102,90,75,108,99,102,102,110,77,82,81,361,284,345,308,442,282,281,494,400,258,270,214,417,268,210,232,206,352,207,173,395,298,156,160,137,335,0.364800006,0.619200051,0.244800016,0.820800066,0.710400045,0.566400051,0.263999999,0.547200024,0.096000001,0.638400018,0.700800061,0.585600019,0.177600011,0.302400023,0.258064508,0.354838699,0.419354826,0.548387051,0.419354826,0.290322572,0.45161289,0.290322572,0.258064508,0.548387051,0.419354826,0.354838699,0.387096763,0.548387051,93.42857143,0.474171456,0.396313346,10
